AREA,HOLE,r,theta,Y,X
RIM,R0,9.5,1.884955592,9.035036905,-2.935661447
OUTER,O0,9.5,1.893682238,9.009074724,-3.014394236
RIM,R0,9.5,1.902408885,8.982426468,-3.092897467
OUTER,O0,9.5,1.911135531,8.955094165,-3.171165163
RIM,R0,9.5,1.919862177,8.927079897,-3.249191362
OUTER,O0,9.5,1.928588823,8.898385798,-3.326970122
RIM,R0,9.5,1.93731547,8.869014052,-3.404495521
OUTER,O0,9.5,1.946042116,8.838966896,-3.481761654
RIM,R0,9.5,1.954768762,8.808246618,-3.558762637
OUTER,O0,9.5,1.963495408,8.776855559,-3.635492607
RIM,R0,9.5,1.972222055,8.744796108,-3.711945721
OUTER,O0,9.5,1.980948701,8.712070707,-3.788116155
RIM,R0,9.5,1.989675347,8.678681848,-3.863998109
OUTER,O0,9.5,1.998401994,8.644632073,-3.939585805
RIM,R0,9.5,2.00712864,8.609923977,-4.014873487
OUTER,O0,9.5,2.015855286,8.574560201,-4.08985542
RIM,R0,9.5,2.024581932,8.53854344,-4.164525894
OUTER,O0,9.5,2.033308579,8.501876435,-4.238879225
RIM,R0,9.5,2.042035225,8.46456198,-4.312909748
OUTER,O0,9.5,2.050761871,8.426602915,-4.386611826
RIM,R0,9.5,2.059488517,8.388002132,-4.459979846
OUTER,O0,9.5,2.068215164,8.34876257,-4.533008222
RIM,R0,9.5,2.07694181,8.308887218,-4.605691392
OUTER,O0,9.5,2.085668456,8.268379111,-4.678023821
RIM,R0,9.5,2.094395102,8.227241336,-4.75
OUTER,O0,9.5,2.103121749,8.185477024,-4.821614448
RIM,R0,9.5,2.111848395,8.143089357,-4.892861712
OUTER,O0,9.5,2.120575041,8.100081561,-4.963736365
RIM,R0,9.5,2.129301687,8.056456913,-5.03423301
OUTER,O0,9.5,2.138028334,8.012218735,-5.104346279
RIM,R0,9.5,2.14675498,7.967370395,-5.174070833
OUTER,O0,9.5,2.155481626,7.92191531,-5.24340136
RIM,R0,9.5,2.164208272,7.875856939,-5.312332583
OUTER,O0,9.5,2.172934919,7.829198792,-5.380859251
RIM,R0,9.5,2.181661565,7.781944421,-5.448976145
OUTER,O0,9.5,2.190388211,7.734097424,-5.516678079
RIM,R0,9.5,2.199114858,7.685661447,-5.583959897
OUTER,O0,9.5,2.207841504,7.636640176,-5.650816474
RIM,R0,9.5,2.21656815,7.587037345,-5.71724272
OUTER,O0,9.5,2.225294796,7.536856733,-5.783233576
RIM,R0,9.5,2.234021443,7.486102159,-5.848784016
OUTER,O0,9.5,2.242748089,7.43477749,-5.913889048
RIM,R0,9.5,2.251474735,7.382886634,-5.978543715
OUTER,O0,9.5,2.260201381,7.330433542,-6.042743093
RIM,R0,9.5,2.268928028,7.27742221,-6.106482292
OUTER,O0,9.5,2.277654674,7.223856673,-6.169756459
RIM,R0,9.5,2.28638132,7.169741012,-6.232560775
OUTER,O0,9.5,2.295107966,7.115079347,-6.294890458
RIM,R0,9.5,2.303834613,7.059875842,-6.35674076
OUTER,O0,9.5,2.312561259,7.0041347,-6.418106972
RIM,R0,9.5,2.321287905,6.947860165,-6.478984421
OUTER,O0,9.5,2.330014551,6.891056525,-6.539368469
RIM,R0,9.5,2.338741198,6.833728103,-6.599254519
OUTER,O0,9.5,2.347467844,6.775879267,-6.658638011
RIM,R0,9.5,2.35619449,6.717514421,-6.717514421
OUTER,O0,9.5,2.364921136,6.658638011,-6.775879267
RIM,R0,9.5,2.373647783,6.599254519,-6.833728103
OUTER,O0,9.5,2.382374429,6.539368469,-6.891056525
RIM,R0,9.5,2.391101075,6.478984421,-6.947860165
OUTER,O0,9.5,2.399827721,6.418106972,-7.0041347
RIM,R0,9.5,2.408554368,6.35674076,-7.059875842
OUTER,O0,9.5,2.417281014,6.294890458,-7.115079347
RIM,R0,9.5,2.42600766,6.232560775,-7.169741012
OUTER,O0,9.5,2.434734307,6.169756459,-7.223856673
RIM,R0,9.5,2.443460953,6.106482292,-7.27742221
OUTER,O0,9.5,2.452187599,6.042743093,-7.330433542
RIM,R0,9.5,2.460914245,5.978543715,-7.382886634
OUTER,O0,9.5,2.469640892,5.913889048,-7.43477749
RIM,R0,9.5,2.478367538,5.848784016,-7.486102159
OUTER,O0,9.5,2.487094184,5.783233576,-7.536856733
RIM,R0,9.5,2.49582083,5.71724272,-7.587037345
OUTER,O0,9.5,2.504547477,5.650816474,-7.636640176
RIM,R0,9.5,2.513274123,5.583959897,-7.685661447
OUTER,O0,9.5,2.522000769,5.516678079,-7.734097424
RIM,R0,9.5,2.530727415,5.448976145,-7.781944421
OUTER,O0,9.5,2.539454062,5.380859251,-7.829198792
RIM,R0,9.5,2.548180708,5.312332583,-7.875856939
OUTER,O0,9.5,2.556907354,5.24340136,-7.92191531
RIM,R0,9.5,2.565634,5.174070833,-7.967370395
OUTER,O0,9.5,2.574360647,5.104346279,-8.012218735
RIM,R0,9.5,2.583087293,5.03423301,-8.056456913
OUTER,O0,9.5,2.591813939,4.963736365,-8.100081561
RIM,R0,9.5,2.600540585,4.892861712,-8.143089357
OUTER,O0,9.5,2.609267232,4.821614448,-8.185477024
RIM,R0,9.5,2.617993878,4.75,-8.227241336
OUTER,O0,9.5,2.626720524,4.678023821,-8.268379111
RIM,R0,9.5,2.635447171,4.605691392,-8.308887218
OUTER,O0,9.5,2.644173817,4.533008222,-8.34876257
RIM,R0,9.5,2.652900463,4.459979846,-8.388002132
OUTER,O0,9.5,2.661627109,4.386611826,-8.426602915
RIM,R0,9.5,2.670353756,4.312909748,-8.46456198
OUTER,O0,9.5,2.679080402,4.238879225,-8.501876435
RIM,R0,9.5,2.687807048,4.164525894,-8.53854344
OUTER,O0,9.5,2.696533694,4.08985542,-8.574560201
RIM,R0,9.5,2.705260341,4.014873487,-8.609923977
OUTER,O0,9.5,2.713986987,3.939585805,-8.644632073
RIM,R0,9.5,2.722713633,3.863998109,-8.678681848
OUTER,O0,9.5,2.731440279,3.788116155,-8.712070707
RIM,R0,9.5,2.740166926,3.711945721,-8.744796108
OUTER,O0,9.5,2.748893572,3.635492607,-8.776855559
RIM,R0,9.5,2.757620218,3.558762637,-8.808246618
OUTER,O0,9.5,2.766346864,3.481761654,-8.838966896
RIM,R0,9.5,2.775073511,3.404495521,-8.869014052
OUTER,O0,9.5,2.783800157,3.326970122,-8.898385798
RIM,R0,9.5,2.792526803,3.249191362,-8.927079897
OUTER,O0,9.5,2.801253449,3.171165163,-8.955094165
RIM,R0,9.5,2.809980096,3.092897467,-8.982426468
OUTER,O0,9.5,2.818706742,3.014394236,-9.009074724
RIM,R0,9.5,2.827433388,2.935661447,-9.035036905
OUTER,O0,9.5,2.836160034,2.856705095,-9.060311032
RIM,R0,9.5,2.844886681,2.777531195,-9.084895182
OUTER,O0,9.5,2.853613327,2.698145775,-9.108787481
RIM,R0,9.5,2.862339973,2.61855488,-9.131986111
OUTER,O0,9.5,2.87106662,2.538764573,-9.154489305
RIM,R0,9.5,2.879793266,2.458780928,-9.17629535
OUTER,O0,9.5,2.888519912,2.378610039,-9.197402584
RIM,R0,9.5,2.897246558,2.298258008,-9.2178094
OUTER,O0,9.5,2.905973205,2.217730957,-9.237514244
RIM,R0,9.5,2.914699851,2.137035016,-9.256515615
OUTER,O0,9.5,2.923426497,2.056176332,-9.274812068
RIM,R0,9.5,2.932153143,1.975161063,-9.292402207
OUTER,O0,9.5,2.94087979,1.893995377,-9.309284694
RIM,R0,9.5,2.949606436,1.812685456,-9.325458243
OUTER,O0,9.5,2.958333082,1.731237492,-9.340921622
RIM,R0,9.5,2.967059728,1.649657688,-9.355673654
OUTER,O0,9.5,2.975786375,1.567952256,-9.369713215
RIM,R0,9.5,2.984513021,1.486127418,-9.383039236
OUTER,O0,9.5,2.993239667,1.404189406,-9.395650702
RIM,R0,9.5,3.001966313,1.322144459,-9.407546653
OUTER,O0,9.5,3.01069296,1.239998826,-9.418726183
RIM,R0,9.5,3.019419606,1.157758762,-9.429188441
OUTER,O0,9.5,3.028146252,1.075430531,-9.438932629
RIM,R0,9.5,3.036872898,0.993020401,-9.447958006
OUTER,O0,9.5,3.045599545,0.910534649,-9.456263884
RIM,R0,9.5,3.054326191,0.827979556,-9.463849632
OUTER,O0,9.5,3.063052837,0.745361409,-9.47071467
RIM,R0,9.5,3.071779484,0.662686501,-9.476858477
OUTER,O0,9.5,3.08050613,0.579961126,-9.482280585
RIM,R0,9.5,3.089232776,0.497191584,-9.48698058
OUTER,O0,9.5,3.097959422,0.41438418,-9.490958105
RIM,R0,9.5,3.106686069,0.331545219,-9.494212857
OUTER,O0,9.5,3.115412715,0.248681009,-9.496744587
RIM,R0,9.5,3.124139361,0.165797861,-9.498553104
OUTER,O0,9.5,3.132866007,0.082902087,-9.499638269
RIM,R0,9.5,3.141592654,3.06958E-14,-9.5
OUTER,O0,9.5,3.1503193,-0.082902087,-9.499638269
RIM,R0,9.5,3.159045946,-0.165797861,-9.498553104
OUTER,O0,9.5,3.167772592,-0.248681009,-9.496744587
RIM,R0,9.5,3.176499239,-0.331545219,-9.494212857
OUTER,O0,9.5,3.185225885,-0.41438418,-9.490958105
RIM,R0,9.5,3.193952531,-0.497191584,-9.48698058
OUTER,O0,9.5,3.202679177,-0.579961126,-9.482280585
RIM,R0,9.5,3.211405824,-0.662686501,-9.476858477
OUTER,O0,9.5,3.22013247,-0.745361409,-9.47071467
RIM,R0,9.5,3.228859116,-0.827979556,-9.463849632
OUTER,O0,9.5,3.237585762,-0.910534649,-9.456263884
RIM,R0,9.5,3.246312409,-0.993020401,-9.447958006
OUTER,O0,9.5,3.255039055,-1.075430531,-9.438932629
RIM,R0,9.5,3.263765701,-1.157758762,-9.429188441
OUTER,O0,9.5,3.272492347,-1.239998826,-9.418726183
RIM,R0,9.5,3.281218994,-1.322144459,-9.407546653
OUTER,O0,9.5,3.28994564,-1.404189406,-9.395650702
RIM,R0,9.5,3.298672286,-1.486127418,-9.383039236
OUTER,O0,9.5,3.307398933,-1.567952256,-9.369713215
RIM,R0,9.5,3.316125579,-1.649657688,-9.355673654
OUTER,O0,9.5,3.324852225,-1.731237492,-9.340921622
RIM,R0,9.5,3.333578871,-1.812685456,-9.325458243
OUTER,O0,9.5,3.342305518,-1.893995377,-9.309284694
RIM,R0,9.5,3.351032164,-1.975161063,-9.292402207
OUTER,O0,9.5,3.35975881,-2.056176332,-9.274812068
RIM,R0,9.5,3.368485456,-2.137035016,-9.256515615
OUTER,O0,9.5,3.377212103,-2.217730957,-9.237514244
RIM,R0,9.5,3.385938749,-2.298258008,-9.2178094
OUTER,O0,9.5,3.394665395,-2.378610039,-9.197402584
RIM,R0,9.5,3.403392041,-2.458780928,-9.17629535
OUTER,O0,9.5,3.412118688,-2.538764573,-9.154489305
RIM,R0,9.5,3.420845334,-2.61855488,-9.131986111
OUTER,O0,9.5,3.42957198,-2.698145775,-9.108787481
RIM,R0,9.5,3.438298626,-2.777531195,-9.084895182
OUTER,O0,9.5,3.447025273,-2.856705095,-9.060311032
RIM,R0,9.5,3.455751919,-2.935661447,-9.035036905
OUTER,O0,9.5,3.464478565,-3.014394236,-9.009074724
RIM,R0,9.5,3.473205211,-3.092897467,-8.982426468
OUTER,O0,9.5,3.481931858,-3.171165163,-8.955094165
RIM,R0,9.5,3.490658504,-3.249191362,-8.927079897
OUTER,O0,9.5,3.49938515,-3.326970122,-8.898385798
RIM,R0,9.5,3.508111797,-3.404495521,-8.869014052
OUTER,O0,9.5,3.516838443,-3.481761654,-8.838966896
RIM,R0,9.5,3.525565089,-3.558762637,-8.808246618
OUTER,O0,9.5,3.534291735,-3.635492607,-8.776855559
RIM,R0,9.5,3.543018382,-3.711945721,-8.744796108
OUTER,O0,9.5,3.551745028,-3.788116155,-8.712070707
RIM,R0,9.5,3.560471674,-3.863998109,-8.678681848
OUTER,O0,9.5,3.56919832,-3.939585805,-8.644632073
RIM,R0,9.5,3.577924967,-4.014873487,-8.609923977
OUTER,O0,9.5,3.586651613,-4.08985542,-8.574560201
RIM,R0,9.5,3.595378259,-4.164525894,-8.53854344
OUTER,O0,9.5,3.604104905,-4.238879225,-8.501876435
RIM,R0,9.5,3.612831552,-4.312909748,-8.46456198
OUTER,O0,9.5,3.621558198,-4.386611826,-8.426602915
RIM,R0,9.5,3.630284844,-4.459979846,-8.388002132
OUTER,O0,9.5,3.63901149,-4.533008222,-8.34876257
RIM,R0,9.5,3.647738137,-4.605691392,-8.308887218
OUTER,O0,9.5,3.656464783,-4.678023821,-8.268379111
RIM,R0,9.5,3.665191429,-4.75,-8.227241336
OUTER,O0,9.5,3.673918075,-4.821614448,-8.185477024
RIM,R0,9.5,3.682644722,-4.892861712,-8.143089357
OUTER,O0,9.5,3.691371368,-4.963736365,-8.100081561
RIM,R0,9.5,3.700098014,-5.03423301,-8.056456913
OUTER,O0,9.5,3.70882466,-5.104346279,-8.012218735
RIM,R0,9.5,3.717551307,-5.174070833,-7.967370395
OUTER,O0,9.5,3.726277953,-5.24340136,-7.92191531
RIM,R0,9.5,3.735004599,-5.312332583,-7.875856939
OUTER,O0,9.5,3.743731246,-5.380859251,-7.829198792
RIM,R0,9.5,3.752457892,-5.448976145,-7.781944421
OUTER,O0,9.5,3.761184538,-5.516678079,-7.734097424
RIM,R0,9.5,3.769911184,-5.583959897,-7.685661447
OUTER,O0,9.5,3.778637831,-5.650816474,-7.636640176
RIM,R0,9.5,3.787364477,-5.71724272,-7.587037345
OUTER,O0,9.5,3.796091123,-5.783233576,-7.536856733
RIM,R0,9.5,3.804817769,-5.848784016,-7.486102159
OUTER,O0,9.5,3.813544416,-5.913889048,-7.43477749
RIM,R0,9.5,3.822271062,-5.978543715,-7.382886634
OUTER,O0,9.5,3.830997708,-6.042743093,-7.330433542
RIM,R0,9.5,3.839724354,-6.106482292,-7.27742221
OUTER,O0,9.5,3.848451001,-6.169756459,-7.223856673
RIM,R0,9.5,3.857177647,-6.232560775,-7.169741012
OUTER,O0,9.5,3.865904293,-6.294890458,-7.115079347
RIM,R0,9.5,3.874630939,-6.35674076,-7.059875842
OUTER,O0,9.5,3.883357586,-6.418106972,-7.0041347
RIM,R0,9.5,3.892084232,-6.478984421,-6.947860165
OUTER,O0,9.5,3.900810878,-6.539368469,-6.891056525
RIM,R0,9.5,3.909537524,-6.599254519,-6.833728103
OUTER,O0,9.5,3.918264171,-6.658638011,-6.775879267
RIM,R0,9.5,3.926990817,-6.717514421,-6.717514421
OUTER,O0,9.5,3.935717463,-6.775879267,-6.658638011
RIM,R0,9.5,3.94444411,-6.833728103,-6.599254519
OUTER,O0,9.5,3.953170756,-6.891056525,-6.539368469
RIM,R0,9.5,3.961897402,-6.947860165,-6.478984421
OUTER,O0,9.5,3.970624048,-7.0041347,-6.418106972
RIM,R0,9.5,3.979350695,-7.059875842,-6.35674076
OUTER,O0,9.5,3.988077341,-7.115079347,-6.294890458
RIM,R0,9.5,3.996803987,-7.169741012,-6.232560775
OUTER,O0,9.5,4.005530633,-7.223856673,-6.169756459
RIM,R0,9.5,4.01425728,-7.27742221,-6.106482292
OUTER,O0,9.5,4.022983926,-7.330433542,-6.042743093
RIM,R0,9.5,4.031710572,-7.382886634,-5.978543715
OUTER,O0,9.5,4.040437218,-7.43477749,-5.913889048
RIM,R0,9.5,4.049163865,-7.486102159,-5.848784016
OUTER,O0,9.5,4.057890511,-7.536856733,-5.783233576
RIM,R0,9.5,4.066617157,-7.587037345,-5.71724272
OUTER,O0,9.5,4.075343803,-7.636640176,-5.650816474
RIM,R0,9.5,4.08407045,-7.685661447,-5.583959897
OUTER,O0,9.5,4.092797096,-7.734097424,-5.516678079
RIM,R0,9.5,4.101523742,-7.781944421,-5.448976145
OUTER,O0,9.5,4.110250388,-7.829198792,-5.380859251
RIM,R0,9.5,4.118977035,-7.875856939,-5.312332583
OUTER,O0,9.5,4.127703681,-7.92191531,-5.24340136
RIM,R0,9.5,4.136430327,-7.967370395,-5.174070833
OUTER,O0,9.5,4.145156973,-8.012218735,-5.104346279
RIM,R0,9.5,4.15388362,-8.056456913,-5.03423301
OUTER,O0,9.5,4.162610266,-8.100081561,-4.963736365
RIM,R0,9.5,4.171336912,-8.143089357,-4.892861712
OUTER,O0,9.5,4.180063559,-8.185477024,-4.821614448
RIM,R0,9.5,4.188790205,-8.227241336,-4.75
OUTER,O0,9.5,4.197516851,-8.268379111,-4.678023821
RIM,R0,9.5,4.206243497,-8.308887218,-4.605691392
OUTER,O0,9.5,4.214970144,-8.34876257,-4.533008222
RIM,R0,9.5,4.22369679,-8.388002132,-4.459979846
OUTER,O0,9.5,4.232423436,-8.426602915,-4.386611826
RIM,R0,9.5,4.241150082,-8.46456198,-4.312909748
OUTER,O0,9.5,4.249876729,-8.501876435,-4.238879225
RIM,R0,9.5,4.258603375,-8.53854344,-4.164525894
OUTER,O0,9.5,4.267330021,-8.574560201,-4.08985542
RIM,R0,9.5,4.276056667,-8.609923977,-4.014873487
OUTER,O0,9.5,4.284783314,-8.644632073,-3.939585805
RIM,R0,9.5,4.29350996,-8.678681848,-3.863998109
OUTER,O0,9.5,4.302236606,-8.712070707,-3.788116155
RIM,R0,9.5,4.310963252,-8.744796108,-3.711945721
OUTER,O0,9.5,4.319689899,-8.776855559,-3.635492607
RIM,R0,9.5,4.328416545,-8.808246618,-3.558762637
OUTER,O0,9.5,4.337143191,-8.838966896,-3.481761654
RIM,R0,9.5,4.345869837,-8.869014052,-3.404495521
OUTER,O0,9.5,4.354596484,-8.898385798,-3.326970122
RIM,R0,9.5,4.36332313,-8.927079897,-3.249191362
OUTER,O0,9.5,4.372049776,-8.955094165,-3.171165163
RIM,R0,9.5,4.380776423,-8.982426468,-3.092897467
OUTER,O0,9.5,4.389503069,-9.009074724,-3.014394236
RIM,R0,9.5,4.398229715,-9.035036905,-2.935661447
OUTER,O0,9.5,4.406956361,-9.060311032,-2.856705095
RIM,R0,9.5,4.415683008,-9.084895182,-2.777531195
OUTER,O0,9.5,4.424409654,-9.108787481,-2.698145775
RIM,R0,9.5,4.4331363,-9.131986111,-2.61855488
OUTER,O0,9.5,4.441862946,-9.154489305,-2.538764573
RIM,R0,9.5,4.450589593,-9.17629535,-2.458780928
OUTER,O0,9.5,4.459316239,-9.197402584,-2.378610039
RIM,R0,9.5,4.468042885,-9.2178094,-2.298258008
OUTER,O0,9.5,4.476769531,-9.237514244,-2.217730957
RIM,R0,9.5,4.485496178,-9.256515615,-2.137035016
OUTER,O0,9.5,4.494222824,-9.274812068,-2.056176332
RIM,R0,9.5,4.50294947,-9.292402207,-1.975161063
OUTER,O0,9.5,4.511676116,-9.309284694,-1.893995377
RIM,R0,9.5,4.520402763,-9.325458243,-1.812685456
OUTER,O0,9.5,4.529129409,-9.340921622,-1.731237492
RIM,R0,9.5,4.537856055,-9.355673654,-1.649657688
OUTER,O0,9.5,4.546582701,-9.369713215,-1.567952256
RIM,R0,9.5,4.555309348,-9.383039236,-1.486127418
OUTER,O0,9.5,4.564035994,-9.395650702,-1.404189406
RIM,R0,9.5,4.57276264,-9.407546653,-1.322144459
OUTER,O0,9.5,4.581489286,-9.418726183,-1.239998826
RIM,R0,9.5,4.590215933,-9.429188441,-1.157758762
OUTER,O0,9.5,4.598942579,-9.438932629,-1.075430531
RIM,R0,9.5,4.607669225,-9.447958006,-0.993020401
OUTER,O0,9.5,4.616395872,-9.456263884,-0.910534649
RIM,R0,9.5,4.625122518,-9.463849632,-0.827979556
OUTER,O0,9.5,4.633849164,-9.47071467,-0.745361409
RIM,R0,9.5,4.64257581,-9.476858477,-0.662686501
OUTER,O0,9.5,4.651302457,-9.482280585,-0.579961126
RIM,R0,9.5,4.660029103,-9.48698058,-0.497191584
OUTER,O0,9.5,4.668755749,-9.490958105,-0.41438418
RIM,R0,9.5,4.677482395,-9.494212857,-0.331545219
OUTER,O0,9.5,4.686209042,-9.496744587,-0.248681009
RIM,R0,9.5,4.694935688,-9.498553104,-0.165797861
OUTER,O0,9.5,4.703662334,-9.499638269,-0.082902087
RIM,R0,9.5,4.71238898,-9.5,-1.87375E-13
OUTER,O0,9.5,4.721115627,-9.499638269,0.082902087
RIM,R0,9.5,4.729842273,-9.498553104,0.165797861
OUTER,O0,9.5,4.738568919,-9.496744587,0.248681009
RIM,R0,9.5,4.747295565,-9.494212857,0.331545219
OUTER,O0,9.5,4.756022212,-9.490958105,0.41438418
RIM,R0,9.5,4.764748858,-9.48698058,0.497191584
OUTER,O0,9.5,4.773475504,-9.482280585,0.579961126
RIM,R0,9.5,4.78220215,-9.476858477,0.662686501
OUTER,O0,9.5,4.790928797,-9.47071467,0.745361409
RIM,R0,9.5,4.799655443,-9.463849632,0.827979556
OUTER,O0,9.5,4.808382089,-9.456263884,0.910534649
RIM,R0,9.5,4.817108736,-9.447958006,0.993020401
OUTER,O0,9.5,4.825835382,-9.438932629,1.075430531
RIM,R0,9.5,4.834562028,-9.429188441,1.157758762
OUTER,O0,9.5,4.843288674,-9.418726183,1.239998826
RIM,R0,9.5,4.852015321,-9.407546653,1.322144459
OUTER,O0,9.5,4.860741967,-9.395650702,1.404189406
RIM,R0,9.5,4.869468613,-9.383039236,1.486127418
OUTER,O0,9.5,4.878195259,-9.369713215,1.567952256
RIM,R0,9.5,4.886921906,-9.355673654,1.649657688
OUTER,O0,9.5,4.895648552,-9.340921622,1.731237492
RIM,R0,9.5,4.904375198,-9.325458243,1.812685456
OUTER,O0,9.5,4.913101844,-9.309284694,1.893995377
RIM,R0,9.5,4.921828491,-9.292402207,1.975161063
OUTER,O0,9.5,4.930555137,-9.274812068,2.056176332
RIM,R0,9.5,4.939281783,-9.256515615,2.137035016
OUTER,O0,9.5,4.948008429,-9.237514244,2.217730957
RIM,R0,9.5,4.956735076,-9.2178094,2.298258008
OUTER,O0,9.5,4.965461722,-9.197402584,2.378610039
RIM,R0,9.5,4.974188368,-9.17629535,2.458780928
OUTER,O0,9.5,4.982915014,-9.154489305,2.538764573
RIM,R0,9.5,4.991641661,-9.131986111,2.61855488
OUTER,O0,9.5,5.000368307,-9.108787481,2.698145775
RIM,R0,9.5,5.009094953,-9.084895182,2.777531195
OUTER,O0,9.5,5.017821599,-9.060311032,2.856705095
RIM,R0,9.5,5.026548246,-9.035036905,2.935661447
OUTER,O0,9.5,5.035274892,-9.009074724,3.014394236
RIM,R0,9.5,5.044001538,-8.982426468,3.092897467
OUTER,O0,9.5,5.052728185,-8.955094165,3.171165163
RIM,R0,9.5,5.061454831,-8.927079897,3.249191362
OUTER,O0,9.5,5.070181477,-8.898385798,3.326970122
RIM,R0,9.5,5.078908123,-8.869014052,3.404495521
OUTER,O0,9.5,5.08763477,-8.838966896,3.481761654
RIM,R0,9.5,5.096361416,-8.808246618,3.558762637
OUTER,O0,9.5,5.105088062,-8.776855559,3.635492607
RIM,R0,9.5,5.113814708,-8.744796108,3.711945721
OUTER,O0,9.5,5.122541355,-8.712070707,3.788116155
RIM,R0,9.5,5.131268001,-8.678681848,3.863998109
OUTER,O0,9.5,5.139994647,-8.644632073,3.939585805
RIM,R0,9.5,5.148721293,-8.609923977,4.014873487
OUTER,O0,9.5,5.15744794,-8.574560201,4.08985542
RIM,R0,9.5,5.166174586,-8.53854344,4.164525894
OUTER,O0,9.5,5.174901232,-8.501876435,4.238879225
RIM,R0,9.5,5.183627878,-8.46456198,4.312909748
OUTER,O0,9.5,5.192354525,-8.426602915,4.386611826
RIM,R0,9.5,5.201081171,-8.388002132,4.459979846
OUTER,O0,9.5,5.209807817,-8.34876257,4.533008222
RIM,R0,9.5,5.218534463,-8.308887218,4.605691392
OUTER,O0,9.5,5.22726111,-8.268379111,4.678023821
RIM,R0,9.5,5.235987756,-8.227241336,4.75
OUTER,O0,9.5,5.244714402,-8.185477024,4.821614448
RIM,R0,9.5,5.253441049,-8.143089357,4.892861712
OUTER,O0,9.5,5.262167695,-8.100081561,4.963736365
RIM,R0,9.5,5.270894341,-8.056456913,5.03423301
OUTER,O0,9.5,5.279620987,-8.012218735,5.104346279
RIM,R0,9.5,5.288347634,-7.967370395,5.174070833
OUTER,O0,9.5,5.29707428,-7.92191531,5.24340136
RIM,R0,9.5,5.305800926,-7.875856939,5.312332583
OUTER,O0,9.5,5.314527572,-7.829198792,5.380859251
RIM,R0,9.5,5.323254219,-7.781944421,5.448976145
OUTER,O0,9.5,5.331980865,-7.734097424,5.516678079
RIM,R0,9.5,5.340707511,-7.685661447,5.583959897
OUTER,O0,9.5,5.349434157,-7.636640176,5.650816474
RIM,R0,9.5,5.358160804,-7.587037345,5.71724272
OUTER,O0,9.5,5.36688745,-7.536856733,5.783233576
RIM,R0,9.5,5.375614096,-7.486102159,5.848784016
OUTER,O0,9.5,5.384340742,-7.43477749,5.913889048
RIM,R0,9.5,5.393067389,-7.382886634,5.978543715
OUTER,O0,9.5,5.401794035,-7.330433542,6.042743093
RIM,R0,9.5,5.410520681,-7.27742221,6.106482292
OUTER,O0,9.5,5.419247327,-7.223856673,6.169756459
RIM,R0,9.5,5.427973974,-7.169741012,6.232560775
OUTER,O0,9.5,5.43670062,-7.115079347,6.294890458
RIM,R0,9.5,5.445427266,-7.059875842,6.35674076
OUTER,O0,9.5,5.454153912,-7.0041347,6.418106972
RIM,R0,9.5,5.462880559,-6.947860165,6.478984421
OUTER,O0,9.5,5.471607205,-6.891056525,6.539368469
RIM,R0,9.5,5.480333851,-6.833728103,6.599254519
OUTER,O0,9.5,5.489060498,-6.775879267,6.658638011
RIM,R0,9.5,5.497787144,-6.717514421,6.717514421
OUTER,O0,9.5,5.50651379,-6.658638011,6.775879267
RIM,R0,9.5,5.515240436,-6.599254519,6.833728103
OUTER,O0,9.5,5.523967083,-6.539368469,6.891056525
RIM,R0,9.5,5.532693729,-6.478984421,6.947860165
OUTER,O0,9.5,5.541420375,-6.418106972,7.0041347
RIM,R0,9.5,5.550147021,-6.35674076,7.059875842
OUTER,O0,9.5,5.558873668,-6.294890458,7.115079347
RIM,R0,9.5,5.567600314,-6.232560775,7.169741012
OUTER,O0,9.5,5.57632696,-6.169756459,7.223856673
RIM,R0,9.5,5.585053606,-6.106482292,7.27742221
OUTER,O0,9.5,5.593780253,-6.042743093,7.330433542
RIM,R0,9.5,5.602506899,-5.978543715,7.382886634
OUTER,O0,9.5,5.611233545,-5.913889048,7.43477749
RIM,R0,9.5,5.619960191,-5.848784016,7.486102159
OUTER,O0,9.5,5.628686838,-5.783233576,7.536856733
RIM,R0,9.5,5.637413484,-5.71724272,7.587037345
OUTER,O0,9.5,5.64614013,-5.650816474,7.636640176
RIM,R0,9.5,5.654866776,-5.583959897,7.685661447
OUTER,O0,9.5,5.663593423,-5.516678079,7.734097424
RIM,R0,9.5,5.672320069,-5.448976145,7.781944421
OUTER,O0,9.5,5.681046715,-5.380859251,7.829198792
RIM,R0,9.5,5.689773362,-5.312332583,7.875856939
OUTER,O0,9.5,5.698500008,-5.24340136,7.92191531
RIM,R0,9.5,5.707226654,-5.174070833,7.967370395
OUTER,O0,9.5,5.7159533,-5.104346279,8.012218735
RIM,R0,9.5,5.724679947,-5.03423301,8.056456913
OUTER,O0,9.5,5.733406593,-4.963736365,8.100081561
RIM,R0,9.5,5.742133239,-4.892861712,8.143089357
OUTER,O0,9.5,5.750859885,-4.821614448,8.185477024
RIM,R0,9.5,5.759586532,-4.75,8.227241336
OUTER,O0,9.5,5.768313178,-4.678023821,8.268379111
RIM,R0,9.5,5.777039824,-4.605691392,8.308887218
OUTER,O0,9.5,5.78576647,-4.533008222,8.34876257
RIM,R0,9.5,5.794493117,-4.459979846,8.388002132
OUTER,O0,9.5,5.803219763,-4.386611826,8.426602915
RIM,R0,9.5,5.811946409,-4.312909748,8.46456198
OUTER,O0,9.5,5.820673055,-4.238879225,8.501876435
